show_id,title,tags,word_count
s595,Star Trek,"j.j.abram chrispine,zacharyquinto,karlurban,zoesaldana,simonpegg,johncho,antonyelchin,ericbana,leonardnimoy,brucegreenwood,bencross,winonaryd on their first voyag aboard the starship enterprise, cocki rebel jame t. kirk and logic-driven vulcan spock tri to defeat a veng romulan commander. action&adventure,sci-fi&fantasi",27
s596,Stuart Little,"robminkoff michaelj.fox,jonathanlipnicki,geenadavis,hughlaurie,nathanlan when hi parent adopt a mous instead of a littl boy, georg realiz brother come in all shape and sizes. but snowbel the cat is not so welcoming. children&familymovies,comedi",31
s597,Sword of Trust,"lynnshelton marcmaron,jonbass,michaelawatkins,jillianbell,tobyhuss,danbakkedahl,lynnshelton,whitmerthoma an offbeat foursom take a wild journey through the southern belt of denial to sell a relic purport to prove the south won the civil war. comedies,dramas,independentmovi",29
s598,Talladega Nights: The Ballad of Ricky Bobby,"adammckay willferrell,johnc.reilly,sachabaroncohen,garycole,michaelclarkeduncan,lesliebibb,janelynch,amyadams,andyrichter,mollyshannon nascar superstar ricki bobbi believ he' the best there is, until the arriv of a french formula one champion threaten hi posit as top dog. action&adventure,comedies,sportsmovi",28
s599,The American,"antoncorbijn georgeclooney,violanteplacido,theklareuten,paolobonacelli,johanleysen,irinabjörklund,filippotimi,annafoglietta,björngranath dispatch to a small italian town to await further orders, assassin jack embark on a doubl life that may be more relax than is good for him. dramas,thril",30
s600,The Best of Enemies,"robinbissel tarajip.henson,samrockwell,babouceesay,anneheche,wesbentley,nicksearcy,brucemcgill,johngallagherjr.,nicholaslogan,gilbertglennbrown in 1971, a summit on school integr in north carolina pit a civil right activist against a ku klux klan leader, spark an unlik friendship. drama",28
s601,The Game,"davidfinch michaeldouglas,seanpenn,deborahkaraunger,jamesrebhorn,peterdonat,carrollbaker,annakatarina,arminmueller-stahl an aloof invest banker' life spiral into peril and paranoia after hi brother give him an odd birthday gift: the chanc to play a mysteri game. thriller",29
s602,The Karate Kid,"johng.avildsen ralphmacchio,patmorita,elisabethshue,martinkove,randeeheller,williamzabka,ronthomas,robgarrison when a bulli teen befriend an unassum martial art master, he’ll learn life lesson — and the right move — to beat back hi merciless rivals. action&adventure,children&familymovies,classicmovi",29
s603,The Karate Kid Part II,"johng.avildsen ralphmacchio,patmorita,nobumccarthy,tamlyntomita,yujiokumoto,joeymiyashima,marchayashi,dannykamekona,tonyo'dell,martinkove,williamzabka daniel and hi martial-art mentor, mr. miyagi, visit okinawa where they battl a hostil new nemesi and a former foe look to settl an old score. action&adventure,children&familymovies,drama",29
s604,The Karate Kid Part III,"johng.avildsen ralphmacchio,patmorita,robynlively,thomasiangriffith,martinkove,seankanan,jonathanavildsen,randeeheller,williamchristopherford a return adversari threaten the bond between karat champ daniel and mentor mr. miyagi with an intric plan for reveng and a brutal challenger. children&familymovies,drama",27
s605,The Life of David Gale,"alanpark kevinspacey,katewinslet,lauralinney,gabrielmann,leonrippy,mattcraven,rhonamitra,melissamccarthy,jimbeaver,chriswarn when a texa professor and advoc for the elimin of the death penalti is fals accus of a crime, he end up on death row himself. drama",29
s606,The Long Riders,"walterhil davidcarradine,keithcarradine,robertcarradine,jameskeach,stacykeach,dennisquaid,randyquaid,kevinbrophy,harrycareyjr.,christopherguest,nicholasguest,shelbyleverington,feliceorlandi,pamelareed,jamesremar,franryan,savannahsmithboucher,amystryker,jameswhitmorejr. thi western chronicl the misadventur and demis of the james-young gang, 19th-centuri outlaw who tore through missouri on a crime spree. action&adventur",24
s607,The Queen,"stephenfrear helenmirren,michaelsheen,jamescromwell,helenmccrory,alexjennings,rogerallam,sylviasyms,markbazeley after princess diana' death, queen elizabeth ii and toni blair face public demand that she be memori in a manner beyond standard protocol. dramas,internationalmovi",26
s608,The Strangers,"bryanbertino livtyler,scottspeedman,gemmaward,kipweeks,lauramargolis,glennhowerton,alexfisher,peterclayton-luc a quiet stay at a remot vacat home spiral into terror for a coupl when they come under attack by three masked, mysterious, murder intruders. horrormovies,thril",28
s609,The Sum of All Fears,"philaldenrobinson benaffleck,morganfreeman,bridgetmoynahan,jamescromwell,lievschreiber,michaelbyrne,colmfeore,alanbates,ronrifkin,ciaránhinds,brucemcgill,richardmarner,philipbakerhal cia agent jack ryan tri to discov whi three miss russian nuclear scientist are hole up in the ukraine, commun with neo-nazis. action&adventur",25
s610,The Tourist,"florianhenckelvondonnersmarck angelinajolie,johnnydepp,paulbettany,timothydalton,stevenberkoff,rufussewell,christiandesica,alessioboni,danielepecci,giovanniguidelli an american tourist seek solac for hi shatter heart instead find it in danger again after encount a beauti interpol agent. action&adventure,romanticmovi",24
s611,Underworld,"lenwiseman katebeckinsale,scottspeedman,michaelsheen,shanebrolly,billnighy,erwinleder,sophiamyles,robbiegee,wentworthmiller,kevingrevioux a vampir warrior begin to question her mission in the ancient war between the undead and werewolv when she fall for a human under her protection. action&adventure,horrormovies,sci-fi&fantasi",29
s612,Underworld: Awakening,"månsmårlind,björnstein katebeckinsale,stephenrea,michaelealy,theojames,indiaeisley,sandrineholt,charlesdance,krisholden-ried,jacobblair,adamgreydonreid as the war between vampir and lycan rage on, selen awaken from a prolonged, forc cryogen sleep to face a harrow new enemy: humans. action&adventure,horrormovies,sci-fi&fantasi",27
s613,Underworld: Rise of the Lycans,"patricktatopoulo michaelsheen,billnighy,rhonamitra,stevenmackintosh,kevingrevioux,davidaston,geraldinebrophy,leightoncardno,alexcarroll,elizabethhawthorne,jasonhood set in the year 1402, thi prequel follow lucian, the first werewolf to take human form, and chronicl the feud between the vampir and the lycans. action&adventure,horrormovies,sci-fi&fantasi",29
s614,Voiceless,"roberto.pet uzeeusman,yakubumohammed,asabemadaki,sanimu’azu,rekiyaibrahimatta,adamgarba,abbaalizaky,habibazock-sock,abdul’usmanzada,nadiadutch,abubakarmaina,healingmarcusudor,jamilaibrahim a bright and promis young girl get abduct and taken to a terrorist camp, where she unexpectedli cross path with her soulmate. dramas,internationalmovies,thril",25
s615,What Dreams May Come,"vincentward robinwilliams,cubagoodingjr.,annabellasciorra,maxvonsydow,jessicabrooksgrant,joshpaddock,rosalindchao,lucindajenney,maggiemccarthy,wilmabonet,mattsalinger,carinsprague,junecarryl,paulp.cardiv,wernerherzog a physician find himself in heaven after an accident, inhabit the landscap of hi wife' paint while seek to rescu her from the underworld. dramas,romanticmovies,sci-fi&fantasi",27
s616,Why Do Fools Fall in Love,"gregorynava halleberry,vivicaa.fox,larenztate,lelarochon,littlerichard,paulmazursky,pamelareed,alexiscruz in thi rock 'n' roll comedy-drama, three women go to court over royalti from the one-hit-wond singer they all love — and whom they all married. dramas,music&musicals,romanticmovi",29
s617,Working Title,"maryharron hannahmurray,sosiebacon,mariannerendón,merrittwever,mattsmith,sukiwaterhouse,chacecrawford,annabethgish,kaylicart in the '70s, a graduat student work with three incarcer women from the manson famili as they look back at their lives. base on a true story. drama",30
s618,Young Royals,"edvinryding,omarrudberg,maltegårdinger,fridaargento,nikitauggla,pernillaaugust princ wilhelm adjust to life at hi prestigi new board school, hillerska, but follow hi heart prove more challeng than anticipated. internationaltvshows,romantictvshows,tvdrama",23
s619,America: The Motion Picture,"mattthompson channingtatum,jasonmantzoukas,oliviamunn,andysamberg,bobbymoynihan,judygreer,willforte,raoultrujillo,killermike,simonpegg a chainsaw-wield georg washington team with beer-lov bro sam adam to take down the brit in a tongue-in-cheek riff on the american revolution. action&adventure,comedi",26
s620,Deranged,"jameelbuari nadiabuari,ramseynouah,zynnellzuh,priscillaopokuagyeman,jasone.lagha,lisbethlopezacquah,henryprempeh,pascalineedwards,princemingle,kelvinboateng a substitut teacher and an obsess student begin an illicit affair that endang everyon involv and blur the line between predat and prey. dramas,internationalmovi",26
s621,Droppin' Cash: Los Angeles,thi complex seri follow the paper trail of musician and athlet in lo angel as they blow through stack on the finer thing in life. realitytv,26
s622,Legend of Exorcism,"shenlep bianjiang,chenjinwen,lingfei after leav yaojin palace, kong hongjun arriv in chang'an to battl demon and form a bond with exorc squad chief li jinglong. animeseries,crimetvshows,internationaltvshow",25
s623,Lying and Stealing,"mattaselton theojames,emilyratajkowski,fredmelamed,ebonmoss-bachrach,isiahwhitlockjr.,evanhandler,pauljurewicz,johngatins,fernandaandrade,bobstephenson a talent thief team up with an aspir actress to steal art from la' high rollers. for their last heist, they'r go for the ultimate: freedom. thriller",29
s624,Mommy Issues,"josejavierrey pokwang,sueramirez,jeromeponce,ryanbang,gloriadiaz close quarter and new romanc add troubl to the rocki relationship between a high-strung young woman and her demand mother. comedies,dramas,internationalmovi",23
s625,Prime Time,"jakubpiątek bartoszbielenia,magdalenapopławska,andrzejkłak,małgorzatahajewska,dobromirdymecki,monikafrajczyk,cezarykosiński,adamnawojczyk,juliuszchrząstowski on new year’ eve 1999, an arm man enter a tv studio dure a broadcast, take the host hostag and make one demand: to give a messag live on air. dramas,internationalmovies,thril",33
s626,Somos.,"mercedeshernández,jesússida,jeromedina,armandosilva,jimenapagaza,antoniolópeztorres,everardoarzate,arelígonzález,jesúsherrera,ulisessoto,ilianadonatlán,fernandolarrañaga,marioalbertoquiñones,alejandroruiz,nataliamartínez,josuéguerra,salvadormontenegro,caralysánchez,clementinaguadarrama the live of the peopl of allende, a mexican border town, are overtaken by a power cartel' operations, lead to tragedy. inspir by true events. crimetvshows,internationaltvshows,spanish-languagetvshow",27
s627,Sophie: A Murder in West Cork,"johndow a shock murder in rural ireland set off an increasingli convolut quest for justic that span decad and cut across nation borders. britishtvshows,crimetvshows,docuseri",24
s628,The Daily Life of the Immortal King,"sunlulu,qianchen,gujiangshan have vanquish a power demon at age six, precoci wizard wang ling must now navig high school life as an ordinari teen. animeseries,internationaltvshows,teentvshow",24
s629,StarBeam,"nahannimitchell,deanpetriw,terryklassen,samvincent,rhonarees,dianakaarina when color villain come out to play, 8-year-old zoey ha the power to transform into starbeam, a kid-siz superhero. she save the day, everi day! kids'tv",27
s630,A Way Back Home,"b.tthoma alexxekubo,ikogbonna,bimbomanuel,hailliesumney,clemohameze,johnfashanu,damilolaogunsi,amb.rachelbakam,alexandraayo,mariahug after receiv a termin diagnosis, a man fake an accid to spare hi family’ grief and must deal with the fallout of hi deception. dramas,internationalmovi",27
s631,Killing Them Softly,"andrewdominik bradpitt,scootmcnairy,benmendelsohn,richardjenkins,jamesgandolfini,rayliotta,vincentcuratola,slaine,maxcasella,trevorlong,samshepard when a coupl of low-level crook rob a mob-protect poker game, a slick enforc is hire to track down the offend and take care of business. drama",29
s632,The Seven Deadly Sins,"yukikaji,soraamamiya,misakikuno,aoiyuki,tatsuhisasuzuki,junfukuyama,mamorumiyano,maayasakamoto when a kingdom is taken over by tyrants, the depos princess begin a quest to find a disband group of evil knight to help take back her realm. animeseries,internationaltvshow",30
s633,Wanted,"nibalarakji daadrizk,georgesdiab,sihamehaddad,georgesboukhalil,aidasabra,pierrerabbat,myriamklink,doryelsamarany,josyaneboulo four senior embark on misadventur after break out of their nurs home to save a love one’ grave from demolit by estat developers. comedies,internationalmovi",26
s634,Into the Wind,"sofiešustková vladimírpolívka,jenovéfaboková,matyášřezníček two sibl set sail as a crew on a yacht on the aegean sea. circumst soon chang when a young documentari filmmak come aboard. dramas,independentmovies,internationalmovi",27
s635,Wonder Boy,"anissabonnefont olivierroust thi reveal documentari follow balmain creativ director olivi roust as he bring hi bold design to life and goe in search of hi origins. documentaries,internationalmovi",27
s636,Here Comes the Rain,"bahijhojeij hassanmrad,juliakassar,carmenlebbos,diamandbouabboud,eliemitri,bernadettehodeib,aidasabra,gabrielyammine,alimatar,raïahaidar abduct dure the lebanes civil war and now in hi 50s, ramez is final a free man. but he return to societi deepli traumat by the past. dramas,internationalmovi",30
s637,The Ice Road,"jonathanhensleigh liamneeson,benjaminwalker,ambermidthunder,marcusthomas,laurencefishburne,holtmccallany,martinsensmeier,mattmccoy,mattsaling to save a team of miner trap underground, a down-on-his-luck ice road trucker join a mission across treacher terrain to deliv rescu equipment. action&adventur",26
s638,Ray,"srijitmukherji,vasanbala,abhishekchaubey manojbajpayee,gajrajrao,kaykaymenon,alifazal,harshvardhankapoor,radhikamadan,shwetabasuprasad,chandanroysanyal,akansharanjankapoor,rajeshsharma,biditabag,kharajmukherjee,dibyendubhattacharya,shruthymenon,aninditabose,neerajpurohit,loveleenmishra,raghuviryadav,manojpahwa from a satir to a psycholog thriller, four short stori from celebr auteur and writer satyajit ray are adapt for the screen in thi series. internationaltvshows,tvdramas,tvmysteri",28
s639,Sex/Life,"sarahshahi,mikevogel,adamdemos,margaretodett a woman' dare sexual past collid with her married-with-kid present when the bad-boy ex she can't stop fantas about crash back into her life. romantictvshows,tvdrama",26
s640,Godzilla Singular Point,"yumemiyamoto,shoyaishige,misakikuno,riekugimiya,tarokiuchi,watarutakagi,ayakotakeuchi,yoheiazakami,jinurayama,kotorikoiwai,kenichisuzumura,natsuhokoda,hiromichitezuka,ryotarookiayu,runaonodera,kentamiyake,masakoisobe,tomoyukishimura brought togeth by a mysteri song, a grad student and an engin lead the fight against an unimagin forc that may spell doom for the world. animeseries,internationaltvshow",28
s641,Jiva!,"noxolodlamini,candicemodiselle,snembatha,stelladlangalala,zazikunene,ntuthuzelogrootboom,givenstuurman,tonykgoroge,angamakubalo,sibulelegcilitshana,zamanimbatha,kagisomodup a talent street dancer from umlazi, durban must confront her fear and deal with famili object to pursu her danc dreams. internationaltvshows,tvdrama",23
s642,Sisters on Track,"three track star sister face obstacl in life and in competit as they pursu junior olymp dream in thi extraordinari come of age journey. documentaries,sportsmovi",25
s643,The Naked Director,"takayukiyamada,shinnosukemitsushima,tetsujitamayama,misatomorita,tokioemoto,sairiito,amitomite,takenorigoto,koyuki,lilyfranky,junkunimura,ryoishibashi,kotaroyoshida,itsujiitao,kimikoyo in 1980 japan, one determin man turn everi crush setback into opportunity. hi name wa toru muranishi, and he revolution hi industry. internationaltvshows,tvdrama",24
s644,The Seventh Day,"justinp.lang guypearce,vadhirderbez,stephenlang,bradyjenness,chrisgalust,robinbartlett,heathfreeman,keithdavid an inexperienc priest team up with a harden exorcist to stop the demon possess of a young boy. but dark lie where they least expect it. horrormovi",29
s645,Good on Paper,"kimmygatewood ilizashlesinger,ryanhansen,margaretcho,rebeccarittenhouse,mattmcgorry,tylercameron,taylorhill,kimiabehpoornia,rebeccadelgadosmith,bethdov after year of put her career first, a stand-up comic meet a guy who seem perfect: smart, nice, successful... and possibl too good to be true. comedies,romanticmovi",29
s646,Murder by the Coast,"tàniaballó in 1999, teen rocío wanninkhof is murdered. her mother' ex-partner, dolor vázquez, is suspected. did she do it? a second victim reveal the truth. documentaries,internationalmovi",26
s647,The House of Flowers: The Movie,"manolocaro ceciliasuárez,aislinnderbez,daríoyazbek,juanpablomedina,pacoleón,angélicamaría,normaangélica,luisdelarosa,isabelburr,tiagocorrea,tessaia,christianchávez,javierjattin,pacorueda,emiliocuaik,andreachaparro,davidostrosky,ximenasariñana the de la mora sibl concoct a mischiev plan to break into their old famili home to retriev a hidden treasur of signific importance. comedies,internationalmovies,music&mus",27
s648,The Parisian Agency: Exclusive Properties,"olivierkretz,sandrinekretz,valentinkretz,martinkretz,louiskretz thi realiti seri follow the kretz famili and their luxuri properti busi as they help client buy and sell fabul home in franc and abroad. internationaltvshows,realitytv",27
s649,Too Hot to Handle,"desireeburch on the shore of paradise, gorgeou singl meet and mingle. but there’ a twist. to win a $100,000 grand prize, they’ll have to give up sex. realitytv,romantictvshow",28
s650,Broken,"anurinnwunembom syndyemade,johndumelo,nchiforvalery,alennemenget,ojongfelix,nabilarodriguez,t.panawynchester,eyebebeniamin,kougoinkennethyuh,otiavitali after run away from her marriage, a woman enter a danger agreement with an unfamiliar man to save her father' compani and her reputation. dramas,internationalmovies,romanticmovi",27
s651,O Vendedor de Sonhos,"jaymemonjardim césartroncoso,danstulbach,thiagomendonça,leonardomedeiro a disillus psychologist tri to commit suicid until he strike up a friendship with an unlik savior who teach him a new way of living. dramas,internationalmovi",28
s652,Osuofia in London,"kingsleyogoro nkemowoh,maraderwent,francisodega,cynthiaokereke,tomnjemanze,romanusamuta,sabinamole,blessingonolleka,oluchiagunwa,chiwenduonaga,patriciaezeani,stephenahanonu a villag in nigeria becom the sole beneficiari of hi late brother' estat in england, which, accord to custom, includ hi brother' fiancée. comedies,dramas,internationalmovi",26
s653,Osuofia in London II,"kingsleyogoro nkemowoh,maraderwent,francisodega,cynthiaokereke,tomnjemanze,romanusamuta,sabinamole,blessingonolleka,oluchiagunwa,chiwenduonaga,patriciaezeani,stephenahanonu after collect hi brother' inheritance, osoufia return to hi nigerian villag with wealth and a british wife whose presenc soon caus trouble. comedies,dramas,internationalmovi",25
s654,This Is Pop,"uncov the real stori behind your favorit pop song as thi docuseri chart the impact of the festiv scene, auto-tune, boy band and more. docuseries,internationaltvshow",25
s655,#Selfie,"cristinajacob flaviahojda,crinasemciuc,olimpiamelinte,salilevent,vladlogigan,alexcălin,alinachivulescu,răzvanvasilescu two day befor their final exams, three teen girl make a seasid getaway to have the time of their lives. comedies,dramas,internationalmovi",23
s656,#Selfie 69,"cristinajacob maiamorgenstern,olimpiamelinte,crinasemciuc,flaviahojda,mariadinulescu,alexcălin,vladlogigan,salilevent,silviabusuioc,mihaelamihut after a pain breakup, a trio of party-lov friend make a bet: who can get marri in three days. comedies,dramas,internationalmovi",22
s657,Love Is a Story,"cristinajacob ralucaaprodu,dragoșbucur,ducudari two young artists, a violin player and an actress, fight to achiev their dream and keep their relationship togeth dure christmastime. internationalmovies,music&musicals,romanticmovi",24
s658,The Mole,"andersoncoop in thi competit show, contest tri to earn $1 million for a pot that onli one of them will win — while one player secretli sabotag them. realitytv,tvaction&adventure,tvmysteri",29
s659,"Nevertheless,","songkang,hanso-hee,chaejong-hyeop,leeyul-eum,yanghye-ji the intox charm of a flirtati art school classmat pull a reluct love cynic into a friends-with-benefit relationship. internationaltvshows,romantictvshows,tvdrama",20
s660,Bangkok Love Stories: Innocence,"nidapatcharaveerapong,nicoletheriault,nattapoldiloknawarit,tosatiddarnkhuntod,narupornkamolchaisang,pavadeekomchokpaisan,kawinmanonukul,ponlawitketprapakorn,rudklaoamratisha,paramejnoiam,tachakornboonlupyanun,teerapratumtree,nawarattecharathanaprasert,naphonphromsuwan from a teenag parkour enthusiast to a bawdi restaurateur, an eclect group of charact find romanc in bangkok' glitter silom district. internationaltvshows,romantictvshows,tvdrama",23
s661,Black Lightning,"cresswilliams,jamesremar,marvin'krondon'jonesiii,jillscott,chinaannemcclain,damongupton,nafessawilliams,christineadam school princip and retir superhero jefferson pierc leap back into action as the legendari black lightn after a gang threaten hi family. tvaction&adventure,tvdramas,tvsci-fi&fantasi",24
s662,Call My Agent!,"camillecottin,thibaultdemontalembert,grégorymontel,lilianerovère,fannysidney,laurecalamy,nicolasmaury,stéficelma,assaadbouab,isabelleadjani,juliettebinoche,virginieefira,christopherlambert at a top pari talent firm, agent scrambl to keep their star client happi – and their busi afloat – after an unexpect crisis. internationaltvshows,tvcomedies,tvdrama",26
s663,Champions,"andersholm,fortunefeimster,andyfavreau,j.j.totah,mouzammakkar,yassirlester,robertcostanzo,gingergonzaga,mindyk year after get hi girlfriend pregnant, washed-up jock vinc meet hi eccentr son michael and learn about fatherhood, one show tune at a time. tvcomedi",26
s664,Charité at War,"malaemde,ulrichnoethen,jannikschümann,artjomgilz,luisewolfram,jacobmatschenz,frida-lovisahamann,lukasmiko,susanneböw in 1943, the staff at berlin' charité hospit struggl against the effect of world war ii and the nazi regime, includ eugen medic practices. internationaltvshows,tvdrama",26
s665,Cleo & Cuquin,fernandomoro spirit sister-broth duo cleo and cuquín tri on differ profess each day to help their other sibl solv problem and enjoy new adventures. kids'tv,25
s666,Deadwind,"pihlaviitala,lauritilkanen,janivolanen,tommikorpela,pirjolonka,rikunieminen,pamelatola,jonnajärnefelt,raimogrönberg just month after a tragic loss, detect sofia karppi investig the murder of a woman with tie to a helsinki construct company. crimetvshows,internationaltvshows,tvdrama",24
s667,Gameboys Level-Up Edition,"ivanandrewpayaw kokoydesantos,elijahcanlas,adriannaso,kylevelino,jeromcanlas,sueprado,rommelcanlas,miggyjimenez,angelinicolesanoy,kychminemoto in thi recut of the popular web series, live-stream gamer cairo call for a rematch after lose to newcom gavreel — and an onlin romanc blooms. internationaltvshows,romantictvshows,tvcomedi",29
s668,Glee,"leamichele,chriscolfer,janelynch,matthewmorrison,corymonteith,nayarivera,kevinmchale,jennaushkowitz,amberriley,marksalling,heathermorris,harryshumjr.,jaymamays,diannaagron amid relationship woe and person attack from a wick cheerlead coach, a teacher fight to turn underdog glee club member into winners. tvcomedies,tvdramas,teentvshow",24
s669,Hap and Leonard,"jamespurefoy,michaelkennethwilliams,jimmisimpson,billsage,christinahendricks,pollyannamcintosh,jeffpope,neilsandilands,henryg.sanders,enriquemurciano in late-1980 texas, two best friend get involv in darkli comic misadventur by hire themselv out to shadi client for illicit ends. crimetvshows,tvdrama",24
s670,Locked Up,"maggiecivantos,najwanimri,carloshipólito,robertoenríquez,cristinaplazas,bertavázquez,albaflores,inmacuevas,maríaisabeldíaz,maríasalgueiro,ramiroblas,albertovelasco,martaaledo,danielortiz,harlysbecerra,laurabaena,jesúscastejón,verónikamor manipul into embezzl fund for her boyfriend and sentenc to prison, a naïv young woman must quickli learn to surviv in a harsh new world. crimetvshows,internationaltvshows,spanish-languagetvshow",27
s671,Mobile Suit Gundam II: Soldiers of Sorrow,"yoshiyukitomino,yoshikazuyasuhiko torufuruya,shuichiikeda,hirotakasuzuoki,rumikoukai,fuyumishiraishi,yoinoue,toshiofurukawa,kiyonobusuzuki,keikotoda,shozoiizuka the earth feder warship white base and it gundam pilot amuro ray struggl to make it back through enemi territory, pursu by zeon' warriors. action&adventure,animefeatures,internationalmovi",27
s672,Mobile Suit Gundam III: Encounters in Space,"yoshiyukitomino,yoshikazuyasuhiko torufuruya,shuichiikeda,hirotakasuzuoki,rumikoukai,fuyumishiraishi,yoinoue,toshiofurukawa,kiyonobusuzuki,keikotoda,keikohan,makioinou the earth feder prepar to take the war into the duchi of zeon' home territory. veteran pilot amuro ray return to space for the final battle. action&adventure,animefeatures,internationalmovi",29
s673,Mobile Suit Gundam: Char's Counterattack,"yoshiyukitomino torufuruya,shuichiikeda,hirotakasuzuoki,yoshikosakakibara,fuyumishiraishi,mariakawamura,mitsukiyayoi,nozomusasaki,koichiyamadera,kazueikura,shinobuadachi,keikohan thirteen year after the war, the neo zeon armi threaten the peace. arm with the nu gundam, amuro ray and feder forc take the field onc more. action&adventure,animefeatures,internationalmovi",30
s674,No Time for Shame,"santiagoartemi follow santiago artemis, a bueno air fashion dynamo, as he make hi dream come true while grappl with hi love life, therapist and clients. internationaltvshows,realitytv,spanish-languagetvshow",26
s675,Pose,"mjrodriguez,billyporter,evanpeters,katemara,jamesvanderbeek,dominiquejackson,angelicaross,hailiesahar,ryanjamaalswain,indyamoore,dyllonburnsid in 1987 new york, lgbtq ball fixtur blanca start her own house, soon becom mother to a gift dancer and a sex worker in love with a yuppi client. tvdrama",31
s676,REA(L)OVE,"atsushitamura,mariyaguchi a group of men and women, each burden with a dark secret, look for love in thi date show with a twist. host by reform playboy atsushi tamura. internationaltvshows,realitytv,romantictvshow",30
s677,Riverdale,"robseidenglanz k.j.apa,lilireinhart,camilamendes,colesprouse,marisolnichols,madelainepetsch,ashleighmurray,mädchenamick,lukeperry,caseycott,charlesmelton,markconsuelos,lochlynmunro,peterbryant,colinlawrence,mollyringwald,ashabromfield,barclayhope,hayleylaw,martincummins,sarahhabel,nathalieboltt,skeetulrich while navig the troubl water of sex, romance, school and family, teen archi and hi gang becom entangl in a dark riverdal mystery. crimetvshows,tvdramas,tvmysteri",26
s678,Schitt's Creek,"eugenelevy,catherineo'hara,daniellevy,anniemurphy,chriselliott,jenniferrobertson,emilyhampshire,timrozon,sarahlevy,dustinmilligan suddenli broke, the formerli filthy-rich rose famili is reduc to live in a ramshackl motel in a town they onc bought as a joke: schitt' creek. tvcomedi",28
s679,The Assassination of Gianni Versace,"edgarramírez,darrencriss,rickymartin,penélopecruz defin moment in andrew cunanan' life, start in childhood, lead up to a 1997 murder spree that kill five, includ fashion icon gianni versace. crimetvshows,tvdramas,tvthril",26
s680,The Judgement,"lapassalaljiravechsoontornkul,nontanunanchuleepradit,thanabordeejaiyen,pamigasooksawee,pongsathonlaiwrakoran,narathepnupa,premanansripanich,tanutchaiwijitvongtong,wasusansingkeaw,arpasirinitipon after a traumat incid at a parti make her a target of gossip and derision, a young colleg student tri to chang her school' toxic culture. crimetvshows,internationaltvshows,tvdrama",28
s681,The Last Dance,"michaeljordan,scottiepippen,dennisrodman thi docuseri give a definit account of michael jordan’ career and the 1990 chicago bulls, pack with unair footag from the 1997-98 season. docuseri",25
s682,They've Gotta Have Us,"simonfrederick debbieallen,harrybelafonte,johnboyega,diahanncarroll,ernestr.dickerson,laurencefishburne,nelsongeorge,whoopigoldberg,cubagoodingjr.,lilrelhowery,barryjenkins,kasilemmons,davidoyelowo,roberttownsend,jessewilliam power by candid recollect from esteem african-american entertainers, thi docuseri trace the histori of black cinema. britishtvshows,docuseri",19
s683,Why Are You Like This,"naomihiggins,oliviajunkeer,wilk three best friend negoti work, fun, ident politics, hookup and wild night out in thi razor-sharp satir of 20-someth life in melbourne. internationaltvshows,tvcomedi",24
s684,A Family,"michihitofujii goayano,hiroshitachi,machikoono,yukiyakitamura,hayatoichihara,hayatoisomura,shunsugata,suonkan,ryutaroninomiya,tarosuruga,ryoiwamatsu,kosuketoyohara,shinobuterajima taken in by the yakuza at a young age, kenji swear allegi to hi old-school boss, pledg to adher to the famili code amid ever-chang times. dramas,internationalmovi",29
s685,Elite,"dannapaola,miguelherrán,maríapedraza,itzanescamilla,miguelbernardeau,jaimelorente,álvarorico,arónpiper,minaelhammani,esterexpósito,omarayuso when three working-class teen enrol in an exclus privat school in spain, the clash between them and the wealthi student lead to murder. crimetvshows,internationaltvshows,spanish-languagetvshow",25
s686,Fatherhood,"paulweitz kevinhart,alfrewoodard,lilrelhowery,dewandawise,frankiefaison,anthonycarrigan,paulreiser,melodyhurd a widow new dad cope with doubts, fears, heartach and dirti diaper as he set out to rais hi daughter on hi own. inspir by a true story. drama",31
s687,Hospital Playlist,"chojung-seok,yooyeon-seok,jungkyung-ho,kimdae-myeong,jeonmi-do,kimhae-suk,kimkap-soo,jungmoon-sung everi day is extraordinari for five doctor and their patient insid a hospital, where birth, death and everyth in between coexist. internationaltvshows,koreantvshows,tvcomedi",23
s688,Jagame Thandhiram,"karthiksubbaraj dhanush,aishwaryalekshmi,jamescosmo,jojugeorge,kalaiyarasan when a clever, carefre gangster is recruit to help an oversea crime lord take down a rival, he is caught off guard by the moral dilemma that follow. action&adventure,dramas,internationalmovi",31
s689,Kambili: The Whole 30 Yards,"kayodekasum nancyisime,jidekeneachufusi,sharonooja,mawuligavor,venitaakpofure,koyekekereekun,elvinaibru,uzorarukwe,toyinabraham determin to marri befor she turn 30, a woman tri to chang her impuls way and do whatev it take to win back the boyfriend who left her. comedies,internationalmovies,romanticmovi",31
s690,Mobile Suit Gundam I,"yoshiyukitomino,yoshikazuyasuhiko torufuruya,shuichiikeda,hirotakasuzuoki,rumikoukai,fuyumishiraishi,yoinoue,toshiofurukawa,kiyonobusuzuki,keikotoda,shozoiizuka the earth federation' last hope in it fight against the princip of zeon is the prototyp mobil suit gundam, pilot by civilian amur ray. action&adventure,animefeatures,classicmovi",27
s691,Rurouni Kenshin: The Final,"keishiotomo takerusato,emitakei,mackenyu,munetakaaoki,yuaoi,yusukeiseya,taotsuchiya,kazukikitamura,kasumiarimura,yosukeeguchi in 1879, kenshin and hi alli face their strongest enemi yet: hi former brother-in-law enishi yukishiro and hi minions, who'v vow their revenge. action&adventure,internationalmovi",26
